,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height,weight,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
490,407,Roserade,4,Normal,Bouquet Pokémon,2,Grass, Poison,0.889,14.51438,3,Natural Cure,Poison Point,Technician,515,60,70,65,125,105,90,75.0,70.0,232.0,Medium Slow,2,Fairy, Grass,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
491,408,Cranidos,4,Normal,Head Butt Pokémon,1,Rock,,0.889,31.530300000000004,2,Mold Breaker,,Sheer Force,350,67,125,40,30,30,58,45.0,70.0,70.0,Erratic,1,Monster,,87.5,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
492,409,Rampardos,4,Normal,Head Butt Pokémon,1,Rock,,1.6002,102.59038,2,Mold Breaker,,Sheer Force,495,97,165,60,65,50,58,45.0,70.0,173.0,Erratic,1,Monster,,87.5,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
493,410,Shieldon,4,Normal,Shield Pokémon,2,Rock, Steel,0.508,57.049640000000004,2,Sturdy,,Soundproof,350,30,42,118,42,88,30,45.0,70.0,70.0,Erratic,1,Monster,,87.5,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
494,411,Bastiodon,4,Normal,Shield Pokémon,2,Rock, Steel,1.2954,149.63386,2,Sturdy,,Soundproof,495,60,52,168,47,138,30,45.0,70.0,173.0,Erratic,1,Monster,,87.5,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
495,412,Burmy,4,Normal,Bagworm Pokémon,1,Bug,,0.2032,3.4050000000000002,2,Shed Skin,,Overcoat,224,40,29,45,29,45,36,120.0,70.0,45.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
496,413,Wormadam Plant Cloak,4,Normal,Bagworm Pokémon,2,Bug, Grass,0.508,6.50582,2,Anticipation,,Overcoat,424,60,59,85,79,105,36,45.0,70.0,148.0,Medium Fast,1,Bug,,0.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
497,413,Wormadam Sandy Cloak,4,Normal,Bagworm Pokémon,2,Bug, Ground,0.508,6.50582,2,Anticipation,,Overcoat,424,60,79,105,59,85,36,45.0,70.0,148.0,Medium Fast,1,Bug,,0.0,15.0,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
498,413,Wormadam Trash Cloak,4,Normal,Bagworm Pokémon,2,Bug, Steel,0.508,6.50582,2,Anticipation,,Overcoat,424,60,69,95,69,95,36,45.0,70.0,148.0,Medium Fast,1,Bug,,0.0,15.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
499,414,Mothim,4,Normal,Moth Pokémon,2,Bug, Flying,0.889,23.32198,2,Swarm,,Tinted Lens,424,70,94,50,94,50,66,45.0,70.0,148.0,Medium Fast,1,Bug,,100.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
500,415,Combee,4,Normal,Tiny Bee Pokémon,2,Bug, Flying,0.3048,5.507020000000001,2,Honey Gather,,Hustle,244,30,30,42,30,42,70,120.0,70.0,49.0,Medium Slow,1,Bug,,87.5,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
501,416,Vespiquen,4,Normal,Beehive Pokémon,2,Bug, Flying,1.1938,38.53552,2,Pressure,,Unnerve,474,70,80,102,80,102,40,45.0,70.0,166.0,Medium Slow,1,Bug,,0.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
502,417,Pachirisu,4,Normal,EleSquirrel Pokémon,1,Electric,,0.4064,3.9044,3,Run Away,Pickup,Volt Absorb,405,60,45,70,45,90,95,200.0,100.0,142.0,Medium Fast,2,Fairy, Field,50.0,10.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
503,418,Buizel,4,Normal,Sea Weasel Pokémon,1,Water,,0.7112,29.528160000000003,2,Swift Swim,,Water Veil,330,55,65,35,60,30,85,190.0,70.0,66.0,Medium Fast,2,Field, Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
504,419,Floatzel,4,Normal,Sea Weasel Pokémon,1,Water,,1.0922,33.527899999999995,2,Swift Swim,,Water Veil,495,85,105,55,85,50,115,75.0,70.0,173.0,Medium Fast,2,Field, Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
505,420,Cherubi,4,Normal,Cherry Pokémon,1,Grass,,0.4064,3.30512,1,Chlorophyll,,,275,45,35,45,62,53,35,190.0,70.0,55.0,Medium Fast,2,Fairy, Grass,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
506,421,Cherrim,4,Normal,Blossom Pokémon,1,Grass,,0.508,9.307,1,Flower Gift,,,450,70,60,70,87,78,85,75.0,70.0,158.0,Medium Fast,2,Fairy, Grass,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
507,422,Shellos,4,Normal,Sea Slug Pokémon,1,Water,,0.3048,6.30606,3,Sticky Hold,Storm Drain,Sand Force,325,76,48,48,57,62,34,190.0,70.0,65.0,Medium Fast,2,Amorphous, Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
508,423,Gastrodon,4,Normal,Sea Slug Pokémon,2,Water, Ground,0.889,29.927680000000002,3,Sticky Hold,Storm Drain,Sand Force,475,111,83,68,92,82,39,75.0,70.0,166.0,Medium Fast,2,Amorphous, Water 1,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
509,424,Ambipom,4,Normal,Long Tail Pokémon,1,Normal,,1.1938,20.3165,3,Technician,Pickup,Skill Link,482,75,100,66,60,66,115,45.0,100.0,169.0,Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
510,425,Drifloon,4,Normal,Balloon Pokémon,2,Ghost, Flying,0.4064,1.2031,3,Aftermath,Unburden,Flare Boost,348,90,50,34,60,44,70,125.0,70.0,70.0,Fluctuating,1,Amorphous,,50.0,30.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
511,426,Drifblim,4,Normal,Blimp Pokémon,2,Ghost, Flying,1.1938,15.01378,3,Aftermath,Unburden,Flare Boost,498,150,80,44,90,54,80,60.0,70.0,174.0,Fluctuating,1,Amorphous,,50.0,30.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
512,427,Buneary,4,Normal,Rabbit Pokémon,1,Normal,,0.4064,5.507020000000001,3,Run Away,Klutz,Limber,350,55,66,44,44,56,85,190.0,0.0,70.0,Medium Fast,2,Field, Human-Like,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
513,428,Lopunny,4,Normal,Rabbit Pokémon,1,Normal,,1.1938,33.32814,3,Cute Charm,Klutz,Limber,480,65,76,84,54,96,105,60.0,140.0,168.0,Medium Fast,2,Field, Human-Like,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
514,428,Mega Lopunny,4,Normal,Rabbit Pokémon,2,Normal, Fighting,1.2954,28.32506,1,Scrappy,,,580,65,136,94,54,96,135,60.0,140.0,203.0,Medium Fast,2,Field, Human-Like,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
515,429,Mismagius,4,Normal,Magical Pokémon,1,Ghost,,0.889,4.4037999999999995,1,Levitate,,,495,60,60,60,105,105,105,45.0,35.0,173.0,Fast,1,Amorphous,,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
516,430,Honchkrow,4,Normal,Big Boss Pokémon,2,Dark, Flying,0.889,27.32626,3,Insomnia,Super Luck,Moxie,505,100,125,52,105,52,71,30.0,35.0,177.0,Medium Slow,1,Flying,,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
517,431,Glameow,4,Normal,Catty Pokémon,1,Normal,,0.508,3.9044,3,Limber,Own Tempo,Keen Eye,310,49,55,42,42,37,85,190.0,70.0,62.0,Fast,1,Field,,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
518,432,Purugly,4,Normal,Tiger Cat Pokémon,1,Normal,,0.9906000000000001,43.83824,3,Thick Fat,Own Tempo,Defiant,452,71,82,64,64,59,112,75.0,70.0,158.0,Fast,1,Field,,25.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
519,433,Chingling,4,Normal,Bell Pokémon,1,Psychic,,0.2032,0.59928,1,Levitate,,,285,45,30,50,65,50,45,120.0,70.0,57.0,Fast,0,Undiscovered,,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
520,434,Stunky,4,Normal,Skunk Pokémon,2,Poison, Dark,0.4064,19.21782,3,Stench,Aftermath,Keen Eye,329,63,63,47,41,41,74,225.0,70.0,66.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
521,435,Skuntank,4,Normal,Skunk Pokémon,2,Poison, Dark,0.9906000000000001,38.036120000000004,3,Stench,Aftermath,Keen Eye,479,103,93,67,71,61,84,60.0,70.0,168.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
522,436,Bronzor,4,Normal,Bronze Pokémon,2,Steel, Psychic,0.508,60.55452,3,Levitate,Heatproof,Heavy Metal,300,57,24,86,24,86,23,255.0,70.0,60.0,Medium Fast,1,Mineral,,,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
523,437,Bronzong,4,Normal,Bronze Bell Pokémon,2,Steel, Psychic,1.2954,187.16604,3,Levitate,Heatproof,Heavy Metal,500,67,89,116,79,116,33,90.0,70.0,175.0,Medium Fast,1,Mineral,,,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
524,438,Bonsly,4,Normal,Bonsai Pokémon,1,Rock,,0.508,15.01378,3,Sturdy,Rock Head,Rattled,290,50,80,95,10,45,10,255.0,70.0,58.0,Medium Fast,0,Undiscovered,,50.0,20.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
525,439,Mime Jr.,4,Normal,Mime Pokémon,2,Psychic, Fairy,0.6096,13.01164,3,Soundproof,Filter,Technician,310,20,25,45,70,90,60,145.0,70.0,62.0,Medium Fast,0,Undiscovered,,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
526,440,Happiny,4,Normal,Playhouse Pokémon,1,Normal,,0.6096,24.42066,3,Natural Cure,Serene Grace,Friend Guard,220,100,5,5,15,65,30,130.0,140.0,110.0,Fast,0,Undiscovered,,0.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
527,441,Chatot,4,Normal,Music Note Pokémon,2,Normal, Flying,0.508,1.9022600000000003,3,Keen Eye,Tangled Feet,Big Pecks,411,76,65,45,92,42,91,30.0,35.0,144.0,Medium Slow,1,Flying,,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
528,442,Spiritomb,4,Normal,Forbidden Pokémon,2,Ghost, Dark,0.9906000000000001,108.09740000000001,2,Pressure,,Infiltrator,485,50,92,108,92,108,35,100.0,70.0,170.0,Medium Fast,1,Amorphous,,50.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
529,443,Gible,4,Normal,Land Shark Pokémon,2,Dragon, Ground,0.7112,20.51626,2,Sand Veil,,Rough Skin,300,58,70,45,40,45,42,45.0,70.0,60.0,Slow,2,Dragon, Monster,50.0,40.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
530,444,Gabite,4,Normal,Cave Pokémon,2,Dragon, Ground,1.397,56.05084,2,Sand Veil,,Rough Skin,410,68,90,65,50,55,82,45.0,70.0,144.0,Slow,2,Dragon, Monster,50.0,40.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
531,445,Garchomp,4,Normal,Mach Pokémon,2,Dragon, Ground,1.9050000000000002,95.08576000000001,2,Sand Veil,,Rough Skin,600,108,130,95,80,85,102,45.0,70.0,270.0,Slow,2,Dragon, Monster,50.0,40.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
532,445,Mega Garchomp,4,Normal,Mach Pokémon,2,Dragon, Ground,1.9050000000000002,95.08576000000001,1,Sand Force,,,700,108,170,115,120,95,92,45.0,70.0,315.0,Slow,2,Dragon, Monster,50.0,40.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
533,446,Munchlax,4,Normal,Big Eater Pokémon,1,Normal,,0.6096,105.09646000000001,3,Pickup,Thick Fat,Gluttony,390,135,85,40,40,85,5,50.0,70.0,78.0,Slow,0,Undiscovered,,87.5,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
534,447,Riolu,4,Normal,Emanation Pokémon,1,Fighting,,0.7112,20.216620000000002,3,Steadfast,Inner Focus,Prankster,285,40,70,40,35,40,60,75.0,70.0,57.0,Medium Slow,0,Undiscovered,,87.5,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
535,448,Lucario,4,Normal,Aura Pokémon,2,Fighting, Steel,1.1938,54.048700000000004,3,Steadfast,Inner Focus,Justified,525,70,110,70,115,70,90,45.0,70.0,184.0,Medium Slow,2,Field, Human-Like,87.5,25.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
536,448,Mega Lucario,4,Normal,Aura Pokémon,2,Fighting, Steel,1.2954,57.55358,1,Adaptability,,,625,70,145,88,140,70,112,45.0,70.0,219.0,Medium Slow,2,Field, Human-Like,87.5,25.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
537,449,Hippopotas,4,Normal,Hippo Pokémon,1,Ground,,0.7874,49.54502,2,Sand Stream,,Sand Force,330,68,72,78,38,42,32,140.0,70.0,66.0,Slow,1,Field,,50.0,30.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
538,450,Hippowdon,4,Normal,Heavyweight Pokémon,1,Ground,,2.0066,300.27106,2,Sand Stream,,Sand Force,525,108,112,118,68,72,47,60.0,70.0,184.0,Slow,1,Field,,50.0,30.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
539,451,Skorupi,4,Normal,Scorpion Pokémon,2,Poison, Bug,0.7874,12.01284,3,Battle Armor,Sniper,Keen Eye,330,40,50,90,30,55,65,120.0,70.0,66.0,Slow,2,Bug, Water 3,50.0,20.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
540,452,Drapion,4,Normal,Ogre Scorp Pokémon,2,Poison, Dark,1.2954,61.55332000000001,3,Battle Armor,Sniper,Keen Eye,500,70,90,110,60,75,95,45.0,70.0,175.0,Slow,2,Bug, Water 3,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
541,453,Croagunk,4,Normal,Toxic Mouth Pokémon,2,Poison, Fighting,0.7112,23.02234,3,Anticipation,Dry Skin,Poison Touch,300,48,61,40,61,40,50,140.0,100.0,60.0,Medium Fast,1,Human-Like,,50.0,10.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
542,454,Toxicroak,4,Normal,Toxic Mouth Pokémon,2,Poison, Fighting,1.2954,44.442060000000005,3,Anticipation,Dry Skin,Poison Touch,490,83,106,65,86,65,85,75.0,70.0,172.0,Medium Fast,1,Human-Like,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
543,455,Carnivine,4,Normal,Bug Catcher Pokémon,1,Grass,,1.397,27.022080000000003,1,Levitate,,,454,74,100,72,90,72,46,200.0,70.0,159.0,Slow,1,Grass,,50.0,25.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
544,456,Finneon,4,Normal,Wing Fish Pokémon,1,Water,,0.4064,7.0052200000000004,3,Swift Swim,Storm Drain,Water Veil,330,49,49,56,49,61,66,190.0,70.0,66.0,Erratic,1,Water 2,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
545,457,Lumineon,4,Normal,Neon Pokémon,1,Water,,1.1938,24.02114,3,Swift Swim,Storm Drain,Water Veil,460,69,69,76,69,86,91,75.0,70.0,161.0,Erratic,1,Water 2,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
546,458,Mantyke,4,Normal,Kite Pokémon,2,Water, Flying,0.9906000000000001,65.05820000000001,3,Swift Swim,Water Absorb,Water Veil,345,45,20,50,60,120,50,25.0,70.0,69.0,Slow,0,Undiscovered,,50.0,25.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
547,459,Snover,4,Normal,Frost Tree Pokémon,2,Grass, Ice,0.9906000000000001,50.543820000000004,2,Snow Warning,,Soundproof,334,60,62,50,62,60,40,120.0,70.0,67.0,Slow,2,Grass, Monster,50.0,20.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
548,460,Abomasnow,4,Normal,Frost Tree Pokémon,2,Grass, Ice,2.2098,135.62342,2,Snow Warning,,Soundproof,494,90,92,75,92,85,60,60.0,70.0,173.0,Slow,2,Grass, Monster,50.0,20.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
549,460,Mega Abomasnow,4,Normal,Frost Tree Pokémon,2,Grass, Ice,2.6924,185.16844,1,Snow Warning,,,594,90,132,105,132,105,30,60.0,70.0,208.0,Slow,2,Grass, Monster,50.0,20.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
550,461,Weavile,4,Normal,Sharp Claw Pokémon,2,Dark, Ice,1.0922,34.031839999999995,2,Pressure,,Pickpocket,510,70,120,65,45,85,125,45.0,35.0,179.0,Medium Slow,1,Field,,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
551,462,Magnezone,4,Normal,Magnet Area Pokémon,2,Electric, Steel,1.1938,180.16082,3,Magnet Pull,Sturdy,Analytic,535,70,70,115,130,90,60,30.0,70.0,241.0,Medium Fast,1,Mineral,,,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
552,463,Lickilicky,4,Normal,Licking Pokémon,1,Normal,,1.7018,140.12709999999998,3,Own Tempo,Oblivious,Cloud Nine,515,110,85,95,80,95,50,30.0,70.0,180.0,Medium Fast,1,Monster,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
553,464,Rhyperior,4,Normal,Drill Pokémon,2,Ground, Rock,2.3876,283.05538,3,Lightning Rod,Solid Rock,Reckless,535,115,140,130,55,55,40,30.0,70.0,241.0,Slow,2,Field, Monster,50.0,20.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
554,465,Tangrowth,4,Normal,Vine Pokémon,1,Grass,,2.0066,128.71354,3,Chlorophyll,Leaf Guard,Regenerator,535,100,100,125,110,50,50,30.0,70.0,187.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
555,466,Electivire,4,Normal,Thunderbolt Pokémon,1,Electric,,1.8034,138.72424,2,Motor Drive,,Vital Spirit,540,75,123,67,95,85,95,30.0,70.0,243.0,Medium Fast,1,Human-Like,,75.0,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
556,467,Magmortar,4,Normal,Blast Pokémon,1,Fire,,1.6002,68.05914,2,Flame Body,,Vital Spirit,540,75,95,67,125,95,83,30.0,70.0,243.0,Medium Fast,1,Human-Like,,75.0,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
557,468,Togekiss,4,Normal,Jubilee Pokémon,2,Fairy, Flying,1.4986000000000002,38.036120000000004,3,Hustle,Serene Grace,Super Luck,545,85,50,95,120,115,80,30.0,70.0,245.0,Fast,2,Fairy, Flying,87.5,10.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
558,469,Yanmega,4,Normal,Ogre Darner Pokémon,2,Bug, Flying,1.9050000000000002,51.547160000000005,3,Speed Boost,Tinted Lens,Frisk,515,86,76,86,116,56,95,30.0,70.0,180.0,Medium Fast,1,Bug,,50.0,20.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
559,470,Leafeon,4,Normal,Verdant Pokémon,1,Grass,,0.9906000000000001,25.523880000000002,2,Leaf Guard,,Chlorophyll,525,65,110,130,60,65,95,45.0,35.0,184.0,Medium Fast,1,Field,,87.5,35.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
560,471,Glaceon,4,Normal,Fresh Snow Pokémon,1,Ice,,0.7874,25.9234,2,Snow Cloak,,Ice Body,525,65,60,110,130,95,65,45.0,35.0,184.0,Medium Fast,1,Field,,87.5,35.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
561,472,Gliscor,4,Normal,Fang Scorp Pokémon,2,Ground, Flying,2.0066,42.5398,3,Hyper Cutter,Sand Veil,Poison Heal,510,75,95,125,45,75,95,30.0,70.0,179.0,Medium Slow,1,Bug,,50.0,20.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
562,473,Mamoswine,4,Normal,Twin Tusk Pokémon,2,Ice, Ground,2.4892000000000003,291.2637,3,Oblivious,Snow Cloak,Thick Fat,530,110,130,80,70,60,80,50.0,70.0,239.0,Slow,1,Field,,50.0,20.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
563,474,Porygon-Z,4,Normal,Virtual Pokémon,1,Normal,,0.889,34.031839999999995,3,Adaptability,Download,Analytic,535,85,80,70,135,75,90,30.0,70.0,241.0,Medium Fast,1,Mineral,,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
